"country","year","prev_year","name1","party","votes","change","name2","name3","name4","name5","name6","first_cy","r_avg_vote","prev_vote","prev_vote_rel","prev_vote_rel_perc","elec_shock","vote_rel","vote_rel_lag","party_year","party_age","count","name_exp","name_age","dem_age","vote_diff","pedersen","party_id","country_name_short","party_name","party_name_english","left_right","country_id","election_id","election_type","election_date","vote_share","seats","seats_total","previous_parliament_election_id","previous_cabinet_id","enp_votes","enp_seats","disproportionality","advantage_ratio","polarization","calculation_date","gov_total","prime_minister_first","cabinet_party_first","prime_minister_last","cabinet_party_last","prime_minister_avg","cabinet_party_avg","prime_minister_lost","prime_minister_won","cabinet_party_lost","cabinet_party_won","party_name_ascii","family_name_short","family_name","state_market","liberty_authority","eu_anti_pro","cmp","euprofiler","ees","castles_mair","huber_inglehart","ray","benoit_laver","chess","family_id","c_party","enep_lag","es_reform","es_reform_lag","smd","pr","mix","election","cparty"
"Austria",1953,1949,"OVP","OVP",41.3,0,NA,NA,NA,NA,NA,1945,46.9,44,-2.9,-0.0618336886993603,0.0618336886993603,-5.6,-5.8,1945,8,0,2,8,8,2.7,11.85,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,11,"parliament","1953-02-22",41.3,74,165,67,560,2.75860782883523,2.48199471237123,3.5685156570331,1.08591972998753,0.366839643871953,"2012-10-15 12:08:21",1,1,1,1,1,1,1,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.78035083801442,0,0,0,1,0,11,"AUT.OVP"
"Austria",1956,1953,"FPO","FPO (VdU)",6.5,1,"VdU",NA,NA,NA,NA,1945,11.3,11,-0.300000000000001,-0.0265486725663717,0.0265486725663717,-4.8,-0.699999999999999,1949,7,0,2,7,11,4.5,3.5,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,169,"parliament","1956-05-13",6.5,6,165,11,659,2.48347767139994,2.2233564720294,3.9970163573907,1.08036890645586,0.410224486873312,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.75860782883523,0,0,0,1,0,169,"AUT.FPO"
"Austria",1956,1953,"KPO","KPO",4.4,0,NA,NA,NA,NA,NA,1945,5.3,5.3,0,0,0,-0.899999999999999,0.0999999999999996,1945,11,0,3,11,11,0.899999999999999,3.5,1764,"AUT","Kommunisten und Linkssozialisten","Communists and Left Socialists",0.5,59,169,"parliament","1956-05-13",4.4,3,165,11,659,2.48347767139994,2.2233564720294,3.9970163573907,1.08036890645586,0.410224486873312,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Kommunisten und Linkssozialisten","all","electoral alliance",NA,NA,NA,42220,NA,NA,201,NA,NA,NA,NA,27,"AUT.KPO",2.75860782883523,0,0,0,1,0,169,"AUT.KPO"
"Austria",1956,1953,"OVP","OVP",46,0,NA,NA,NA,NA,NA,1945,45,41.3,-3.7,-0.0822222222222223,0.0822222222222223,1,-5.6,1945,11,0,3,11,11,4.7,3.5,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,169,"parliament","1956-05-13",46,82,165,11,659,2.48347767139994,2.2233564720294,3.9970163573907,1.08036890645586,0.410224486873312,"2012-10-15 12:08:21",1,1,1,1,1,1,1,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.75860782883523,0,0,0,1,0,169,"AUT.OVP"
"Austria",1956,1953,"SPO","SPO",43,0,NA,NA,NA,NA,NA,1945,41.8,42.1,0.300000000000004,0.00717703349282307,-0.00717703349282307,1.2,0.399999999999999,1945,11,0,3,11,11,0.899999999999999,3.5,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,169,"parliament","1956-05-13",43,74,165,11,659,2.48347767139994,2.2233564720294,3.9970163573907,1.08036890645586,0.410224486873312,"2012-10-15 12:08:21",1,0,1,0,1,0,1,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.75860782883523,0,0,0,1,0,169,"AUT.SPO"
"Austria",1959,1956,"SPO","SPO",44.8,0,NA,NA,NA,NA,NA,1945,42.1,43,0.899999999999999,0.0213776722090261,-0.0213776722090261,2.7,1.2,1945,14,0,4,14,14,1.8,5.5,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,347,"parliament","1959-05-10",44.8,78,165,169,105,2.48086016383601,2.19751392364194,4.39710126570485,1.0832304949952,0.405750832781215,"2012-10-15 12:08:21",3,0,1,0,1,0,1,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.48347767139994,0,0,0,1,0,347,"AUT.SPO"
"Austria",1959,1956,"FPO","FPO (VdU)",7.7,0,"VdU",NA,NA,NA,NA,1945,9.7,6.5,-3.2,-0.329896907216495,0.329896907216495,-2,-4.8,1949,10,1,0,0,14,1.2,5.5,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,347,"parliament","1959-05-10",7.7,8,165,169,105,2.48086016383601,2.19751392364194,4.39710126570485,1.0832304949952,0.405750832781215,"2012-10-15 12:08:21",3,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.48347767139994,0,0,0,1,0,347,"AUT.FPO"
"Austria",1959,1956,"OVP","OVP",44.2,0,NA,NA,NA,NA,NA,1945,45.3,46,0.700000000000003,0.0154525386313466,-0.0154525386313466,-1.09999999999999,1,1945,14,0,4,14,14,1.8,5.5,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,347,"parliament","1959-05-10",44.2,79,165,169,105,2.48086016383601,2.19751392364194,4.39710126570485,1.0832304949952,0.405750832781215,"2012-10-15 12:08:21",3,1,1,1,1,1,1,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.48347767139994,0,0,0,1,0,347,"AUT.OVP"
"Austria",1959,1956,"KPO","KPO",3.3,0,NA,NA,NA,NA,NA,1945,5,4.4,-0.6,-0.12,0.12,-1.7,-0.899999999999999,1945,14,0,4,14,14,1.1,5.5,1764,"AUT","Kommunisten und Linkssozialisten","Communists and Left Socialists",0.5,59,347,"parliament","1959-05-10",3.3,0,165,169,105,2.48086016383601,2.19751392364194,4.39710126570485,1.0832304949952,0.405750832781215,"2012-10-15 12:08:21",0,0,0,0,0,0,0,0,0,0,0,"Kommunisten und Linkssozialisten","all","electoral alliance",NA,NA,NA,42220,NA,NA,201,NA,NA,NA,NA,27,"AUT.KPO",2.48347767139994,0,0,0,1,0,347,"AUT.KPO"
"Austria",1962,1959,"FPO","FPO (VdU)",7.1,0,"VdU",NA,NA,NA,NA,1945,9.2,7.7,-1.5,-0.163043478260869,0.163043478260869,-2.1,-2,1949,13,1,1,3,17,0.600000000000001,2.95,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,495,"parliament","1962-11-18",7,8,165,347,533,2.46599394351887,2.19538746875252,3.96849623293012,1.08129755706848,0.409637166447819,"2012-10-15 12:08:21",4,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.48086016383601,0,0,0,1,0,495,"AUT.FPO"
"Austria",1962,1959,"KPO","KPO",3,0,NA,NA,NA,NA,NA,1945,4.7,3.3,-1.4,-0.297872340425532,0.297872340425532,-1.7,-1.7,1945,17,0,5,17,17,0.3,2.95,1764,"AUT","Kommunisten und Linkssozialisten","Communists and Left Socialists",0.5,59,495,"parliament","1962-11-18",3,0,165,347,533,2.46599394351887,2.19538746875252,3.96849623293012,1.08129755706848,0.409637166447819,"2012-10-15 12:08:21",0,0,0,0,0,0,0,0,0,0,0,"Kommunisten und Linkssozialisten","all","electoral alliance",NA,NA,NA,42220,NA,NA,201,NA,NA,NA,NA,27,"AUT.KPO",2.48086016383601,0,0,0,1,0,495,"AUT.KPO"
"Austria",1962,1959,"OVP","OVP",45.4,0,NA,NA,NA,NA,NA,1945,45.1,44.2,-0.899999999999999,-0.0199556541019955,0.0199556541019955,0.299999999999997,-1.09999999999999,1945,17,0,5,17,17,1.2,2.95,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,495,"parliament","1962-11-18",45.4,81,165,347,533,2.46599394351887,2.19538746875252,3.96849623293012,1.08129755706848,0.409637166447819,"2012-10-15 12:08:21",4,1,1,1,1,1,1,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.48086016383601,0,0,0,1,0,495,"AUT.OVP"
"Austria",1962,1959,"SPO","SPO",44,0,NA,NA,NA,NA,NA,1945,42.6,44.8,2.2,0.0516431924882628,-0.0516431924882628,1.4,2.7,1945,17,0,5,17,17,0.799999999999997,2.95,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,495,"parliament","1962-11-18",44,76,165,347,533,2.46599394351887,2.19538746875252,3.96849623293012,1.08129755706848,0.409637166447819,"2012-10-15 12:08:21",4,0,1,0,1,0,1,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.48086016383601,0,0,0,1,0,495,"AUT.SPO"
"Austria",1966,1962,"FPO","FPO (VdU)",5.4,0,"VdU",NA,NA,NA,NA,1945,8.8,7.1,-1.7,-0.193181818181818,0.193181818181818,-3.4,-2.1,1949,17,1,2,7,21,1.7,1.45,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,608,"parliament","1966-03-06",5.35,6,165,495,1035,2.38751406544224,2.1374735023946,3.8046219656089,1.06546331985836,0.341527952173756,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.46599394351887,0,0,0,1,0,608,"AUT.FPO"
"Austria",1966,1962,"OVP","OVP",48.4,0,NA,NA,NA,NA,NA,1945,45.1,45.4,0.299999999999997,0.00665188470066513,-0.00665188470066513,3.3,0.299999999999997,1945,21,0,6,21,21,3,1.45,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,608,"parliament","1966-03-06",48.35,85,165,495,1035,2.38751406544224,2.1374735023946,3.8046219656089,1.06546331985836,0.341527952173756,"2012-10-15 12:08:21",1,1,1,1,1,1,1,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.46599394351887,0,0,0,1,0,608,"AUT.OVP"
"Austria",1966,1962,"SPO","SPO",42.6,0,NA,NA,NA,NA,NA,1945,42.9,44,1.1,0.0256410256410257,-0.0256410256410257,-0.299999999999997,1.4,1945,21,0,6,21,21,1.4,1.45,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,608,"parliament","1966-03-06",42.56,74,165,495,1035,2.38751406544224,2.1374735023946,3.8046219656089,1.06546331985836,0.341527952173756,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.46599394351887,0,0,0,1,0,608,"AUT.SPO"
"Austria",1970,1966,"KPO","KPO",1,0,NA,NA,NA,NA,NA,1945,3.8,0.4,-3.4,-0.894736842105263,0.894736842105263,-2.8,-4,1945,25,0,7,25,25,0.6,4.35,769,"AUT","Kommunistische Partei Österreichs","Communist Party of Austria",0.5,59,377,"parliament","1970-03-01",1,0,165,608,561,2.28733502596125,2.14691270404542,2.40514256205358,1.05755541997153,0.308228635859178,"2012-10-15 12:08:21",0,0,0,0,0,0,0,0,0,0,0,"Kommunistische Partei Oesterreichs","com","Communist/Socialist",NA,NA,0,42220,3,1040220,201,NA,1305,NA,NA,14,"AUT.KPO",2.38751406544224,0,0,0,1,0,377,"AUT.KPO"
"Austria",1970,1966,"OVP","OVP",44.7,0,NA,NA,NA,NA,NA,1945,45.6,48.4,2.8,0.0614035087719298,-0.0614035087719298,-0.899999999999999,3.3,1945,25,0,7,25,25,3.7,4.35,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,377,"parliament","1970-03-01",44.7,78,165,608,561,2.28733502596125,2.14691270404542,2.40514256205358,1.05755541997153,0.308228635859178,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.38751406544224,0,0,0,1,0,377,"AUT.OVP"
"Austria",1970,1966,"FPO","FPO (VdU)",5.5,0,"VdU",NA,NA,NA,NA,1945,8.2,5.4,-2.8,-0.341463414634146,0.341463414634146,-2.7,-3.4,1949,21,1,3,11,25,0.0999999999999996,4.35,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,377,"parliament","1970-03-01",5.5,6,165,608,561,2.28733502596125,2.14691270404542,2.40514256205358,1.05755541997153,0.308228635859178,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.38751406544224,0,0,0,1,0,377,"AUT.FPO"
"Austria",1970,1966,"SPO","SPO",48.4,0,NA,NA,NA,NA,NA,1945,42.8,42.6,-0.199999999999996,-0.00467289719626158,0.00467289719626158,5.6,-0.299999999999997,1945,25,0,7,25,25,5.8,4.35,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,377,"parliament","1970-03-01",48.4,81,165,608,561,2.28733502596125,2.14691270404542,2.40514256205358,1.05755541997153,0.308228635859178,"2012-10-15 12:08:21",1,1,1,1,1,1,1,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.38751406544224,0,0,0,1,0,377,"AUT.SPO"
"Austria",1971,1970,"KPO","KPO",1.4,0,NA,NA,NA,NA,NA,1945,3.5,1,-2.5,-0.714285714285714,0.714285714285714,-2.1,-2.8,1945,26,0,8,26,26,0.4,5.1,769,"AUT","Kommunistische Partei Österreichs","Communist Party of Austria",0.5,59,185,"parliament","1971-10-10",1.4,0,183,377,354,2.27799773111426,2.21064096640042,1.22727167561785,1.01639344262295,0.317785017798508,"2012-10-15 12:08:21",0,0,0,0,0,0,0,0,0,0,0,"Kommunistische Partei Oesterreichs","com","Communist/Socialist",NA,NA,0,42220,3,1040220,201,NA,1305,NA,NA,14,"AUT.KPO",2.28733502596125,1,0,0,1,0,185,"AUT.KPO"
"Austria",1971,1970,"SPO","SPO",50,0,NA,NA,NA,NA,NA,1945,43.5,48.4,4.9,0.11264367816092,-0.11264367816092,6.5,5.6,1945,26,0,8,26,26,1.6,5.1,973,"AUT","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria",3.72926900584795,59,185,"parliament","1971-10-10",50,93,183,377,354,2.27799773111426,2.21064096640042,1.22727167561785,1.01639344262295,0.317785017798508,"2012-10-15 12:08:21",1,1,1,1,1,1,1,0,0,0,0,"Sozialdemokratische Partei Oesterreichs","soc","Social democracy",3.47276311021102,3.47657894736842,8.44947368588364,42320,11,1040320,202,308,1301,4865,1301,11,"AUT.SPO",2.28733502596125,1,0,0,1,0,185,"AUT.SPO"
"Austria",1971,1970,"OVP","OVP",43.1,0,NA,NA,NA,NA,NA,1945,45.5,44.7,-0.799999999999997,-0.0175824175824175,0.0175824175824175,-2.4,-0.899999999999999,1945,26,0,8,26,26,1.6,5.1,1013,"AUT","Österreichische Volkspartei","Austrian People's Party",6.47331868166115,59,185,"parliament","1971-10-10",43.1,80,183,377,354,2.27799773111426,2.21064096640042,1.22727167561785,1.01639344262295,0.317785017798508,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Oesterreichische Volkspartei","chr","Christian democracy",6.94848679442155,7.61980263157895,8.84508778287653,42520,6,1040520,203,309,1302,4847,1302,3,"AUT.OVP",2.28733502596125,1,0,0,1,0,185,"AUT.OVP"
"Austria",1971,1970,"FPO","FPO (VdU)",5.5,0,"VdU",NA,NA,NA,NA,1945,7.8,5.5,-2.3,-0.294871794871795,0.294871794871795,-2.3,-2.7,1949,22,1,4,12,26,0,5.1,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,185,"parliament","1971-10-10",5.5,10,183,377,354,2.27799773111426,2.21064096640042,1.22727167561785,1.01639344262295,0.317785017798508,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.28733502596125,1,0,0,1,0,185,"AUT.FPO"
"Austria",1975,1971,"FPO","FPO (VdU)",5.4,0,"VdU",NA,NA,NA,NA,1945,7.5,5.5,-2,-0.266666666666667,0.266666666666667,-2.1,-2.3,1949,26,1,5,16,30,0.0999999999999996,1.8,50,"AUT","Freiheitliche Partei Österreichs","Freedom Party of Austria",8.34936648762947,59,221,"parliament","1975-10-05",5.4,10,183,185,365,2.26697225452658,2.21064096640042,1.06908577750039,1.01901741246004,0.317785017798508,"2012-10-15 12:08:21",1,0,0,0,0,0,0,0,0,0,0,"Freiheitliche Partei Oesterreichs","right","Right-wing",6.32907897121028,8.51486839721077,1.98149119628103,42420,10,1040420,204,311,1303,4811,1303,40,"AUT.FPO",2.27799773111426,0,1,0,1,0,221,"AUT.FPO"
"Austria",1975,1971,"KPO","KPO",1.2,0,NA,NA,NA,NA,NA,1945,3.3,1.4,-1.9,-0.575757575757576,0.575757575757576,-2.1,-2.1,1945,30,0,9,30,30,0.2,1.8,769,"AUT","Kommunistische Partei Österreichs","Communist Party of Austria",0.5,59,221,"parliament","1975-10-05",1.2,0,183,185,365,2.26697225452658,2.21064096640042,1.06908577750039,1.01901741246004,0.317785017798508,"2012-10-15 12:08:21",0,0,0,0,0,0,0,0,0,0,0,"Kommunistische Partei Oesterreichs","com","Communist/Socialist",NA,NA,0,42220,3,1040220,201,NA,1305,NA,NA,14,"AUT.KPO",2.27799773111426,0,1,0,1,0,221,"AUT.KPO"
